 1 30 5.000000e-02 +2.52965718e-03
 2 30 5.000000e-02 +8.56345746e-04
 3 30 5.000000e-02 +1.35006742e-04
 4 30 5.000000e-02 -5.64888825e-05
 5 30 5.000000e-02 -1.85554912e-03
 6 30 5.000000e-02 +9.52715492e-04
 7 30 5.000000e-02 -8.64371687e-04
 8 30 5.000000e-02 +2.19059810e-04
 9 30 5.000000e-02 +4.48650821e-03
 10 30 5.000000e-02 +1.23091896e-03
 11 30 5.000000e-02 -1.17683199e-03
 12 30 5.000000e-02 -1.93969233e-03
 13 30 5.000000e-02 +8.45324646e-04
 14 30 5.000000e-02 -1.06052662e-03
 15 30 5.000000e-02 +2.65183846e-03
 16 30 5.000000e-02 -2.17743311e-03
 17 30 5.000000e-02 -7.29077070e-04
 18 30 5.000000e-02 +3.72982656e-04
 19 30 5.000000e-02 +3.89602772e-04
 20 30 5.000000e-02 +4.78951416e-04
 21 30 5.000000e-02 +4.81518866e-04
 22 30 5.000000e-02 +1.69244717e-03
 23 30 5.000000e-02 -8.06032888e-04
 24 30 5.000000e-02 +2.63456375e-03
 25 30 5.000000e-02 -9.31477419e-04
 26 30 5.000000e-02 -1.61967237e-03
 27 30 5.000000e-02 +2.01042715e-03
 28 30 5.000000e-02 +2.76344289e-04
 29 30 5.000000e-02 -5.76110842e-04
 30 30 5.000000e-02 +1.49071938e-03
 31 30 5.000000e-02 -3.68908569e-03
 32 30 5.000000e-02 -2.10232952e-03
 33 30 5.000000e-02 -1.37313277e-03
 34 30 5.000000e-02 +2.26667758e-04
 35 30 5.000000e-02 +5.08997332e-04
 36 30 5.000000e-02 -1.02015967e-03
 37 30 5.000000e-02 -1.17713012e-03
 38 30 5.000000e-02 +3.21986397e-03
 39 30 5.000000e-02 +2.74434707e-03
 40 30 5.000000e-02 -2.20144680e-03
 41 30 5.000000e-02 -2.66495576e-03
 42 30 5.000000e-02 -7.31102377e-04
 43 30 5.000000e-02 +9.64742547e-04
 44 30 5.000000e-02 -1.90628423e-03
 45 30 5.000000e-02 -7.93654388e-04
 46 30 5.000000e-02 +6.20787397e-04
 47 30 5.000000e-02 -6.58524866e-04
 48 30 5.000000e-02 +6.77781855e-04
 49 30 5.000000e-02 -2.86636633e-03
 50 30 5.000000e-02 -1.39576523e-03
 1 30 5.000000e-02 -9.12450723e-04
 2 30 5.000000e-02 -1.51657228e-04
 3 30 5.000000e-02 -6.13521762e-04
 4 30 5.000000e-02 +8.36580886e-04
 5 30 5.000000e-02 -7.76961214e-04
 6 30 5.000000e-02 +5.39656095e-04
 7 30 5.000000e-02 -5.99366903e-04
 8 30 5.000000e-02 +4.52025494e-04
 9 30 5.000000e-02 +2.83528153e-03
 10 30 5.000000e-02 +1.38820057e-04
 11 30 5.000000e-02 +2.73517912e-03
 12 30 5.000000e-02 -2.45544203e-04
 13 30 5.000000e-02 +2.41731699e-04
 14 30 5.000000e-02 +2.14496608e-03
 15 30 5.000000e-02 -4.71903027e-05
 16 30 5.000000e-02 -7.40229674e-04
 17 30 5.000000e-02 +1.19967382e-03
 18 30 5.000000e-02 -2.64639488e-04
 19 30 5.000000e-02 +6.40298071e-04
 20 30 5.000000e-02 -3.99609513e-04
 21 30 5.000000e-02 -2.99984169e-03
 22 30 5.000000e-02 +4.24545622e-04
 23 30 5.000000e-02 -1.50321779e-03
 24 30 5.000000e-02 +6.15633166e-04
 25 30 5.000000e-02 -2.06968964e-04
 26 30 5.000000e-02 -1.90201750e-04
 27 30 5.000000e-02 -1.97474581e-03
 28 30 5.000000e-02 -8.08501614e-04
 29 30 5.000000e-02 -6.42055193e-04
 30 30 5.000000e-02 -3.44394399e-04
 31 30 5.000000e-02 +1.61501599e-04
 32 30 5.000000e-02 -2.05115872e-03
 33 30 5.000000e-02 -6.12850343e-04
 34 30 5.000000e-02 +1.65851259e-03
 35 30 5.000000e-02 -1.09468047e-03
 36 30 5.000000e-02 -1.05880066e-03
 37 30 5.000000e-02 +6.08989119e-04
 38 30 5.000000e-02 -3.16043999e-03
 39 30 5.000000e-02 +4.36865678e-04
 40 30 5.000000e-02 +3.23056839e-03
 41 30 5.000000e-02 +1.20558340e-03
 42 30 5.000000e-02 -5.99570400e-04
 43 30 5.000000e-02 -5.51510299e-04
