 1 30 5.000000e-02 -8.84908980e-01
 2 30 5.000000e-02 -1.40426010e-02
 3 30 5.000000e-02 +1.99762806e-02
 4 30 5.000000e-02 +7.95362943e-02
 5 30 5.000000e-02 -7.94216393e-03
 6 30 5.000000e-02 -2.09426970e-02
 7 30 5.000000e-02 +3.60554150e-03
 8 30 5.000000e-02 +9.77045718e-01
 9 30 5.000000e-02 -2.09339071e-02
 10 30 5.000000e-02 -5.74431905e-03
 1 30 5.000000e-02 -2.20129805e-02
 2 30 5.000000e-02 -2.24566747e-03
 3 30 5.000000e-02 +1.25556705e-02
 4 30 5.000000e-02 +3.76153680e-02
 5 30 5.000000e-02 +3.75965373e-02
 6 30 5.000000e-02 -9.90522400e-01
 7 30 5.000000e-02 -5.25342486e-03
 8 30 5.000000e-02 +1.88004573e-02
 9 30 5.000000e-02 -9.63897531e-03
 10 30 5.000000e-02 -4.46032833e-02
 1 30 5.000000e-02 -3.89018934e-02
 2 30 5.000000e-02 -2.86419670e-02
 3 30 5.000000e-02 -6.63752075e-03
 4 30 5.000000e-02 -4.76391294e-02
 5 30 5.000000e-02 +8.17449867e-03
 6 30 5.000000e-02 -4.22376662e-02
 7 30 5.000000e-02 -4.61735843e-03
 8 30 5.000000e-02 -3.28840827e-02
 9 30 5.000000e-02 -1.45316840e-02
 10 30 5.000000e-02 -3.36465142e-02
 1 30 5.000000e-02 +2.81431020e-02
 2 30 5.000000e-02 -1.09024332e-02
 3 30 5.000000e-02 -9.42169649e-01
 4 30 5.000000e-02 -5.26098396e-01
 5 30 5.000000e-02 +1.03909589e+00
 6 30 5.000000e-02 +1.94117064e+00
 7 30 5.000000e-02 +1.02949633e+00
 8 30 5.000000e-02 +1.02040058e+00
 9 30 5.000000e-02 +1.01218620e+00
 10 30 5.000000e-02 +1.01180554e+00
 1 30 5.000000e-02 -2.76723608e-02
 2 30 5.000000e-02 +2.40408117e-03
 3 30 5.000000e-02 +3.45183383e-02
 4 30 5.000000e-02 +3.31130410e-02
 5 30 5.000000e-02 +9.32841505e-03
 6 30 5.000000e-02 +9.72195779e-01
 7 30 5.000000e-02 +9.99866542e-01
 8 30 5.000000e-02 +9.83024359e-01
 9 30 5.000000e-02 +1.00277049e+00
 10 30 5.000000e-02 +9.80663794e-01
 1 30 5.000000e-02 +3.33442397e-02
 2 30 5.000000e-02 -7.64783718e-01
 3 30 5.000000e-02 -3.19908552e-02
 4 30 5.000000e-02 +1.32066458e-02
 5 30 5.000000e-02 +5.49322392e-03
 6 30 5.000000e-02 +3.77491963e-03
 7 30 5.000000e-02 +3.31491605e-02
 8 30 5.000000e-02 +3.95398552e-02
 9 30 5.000000e-02 -1.92630977e-02
 10 30 5.000000e-02 -1.20507747e-02
 1 30 5.000000e-02 +6.80621222e-01
 2 30 5.000000e-02 +9.30449461e-02
 3 30 5.000000e-02 +8.89991605e-01
 4 30 5.000000e-02 -3.31299443e-02
 5 30 5.000000e-02 -2.48210068e-02
 6 30 5.000000e-02 +7.47972456e-02
 7 30 5.000000e-02 -1.61840119e-02
 8 30 5.000000e-02 +1.69356443e-02
 9 30 5.000000e-02 -2.13350352e-02
 10 30 5.000000e-02 -1.17492768e-02
 1 30 5.000000e-02 +2.25540591e-03
 2 30 5.000000e-02 -1.80054587e-01
 3 30 5.000000e-02 +5.91021405e-01
 4 30 5.000000e-02 +2.80843392e-02
 5 30 5.000000e-02 -8.10636419e-01
 6 30 5.000000e-02 -1.98409926e-02
 7 30 5.000000e-02 -3.77476068e-02
 8 30 5.000000e-02 +1.97262558e-02
 9 30 5.000000e-02 -2.77095275e-02
 10 30 5.000000e-02 +1.47090956e-02
 1 30 5.000000e-02 -5.35941308e-02
 2 30 5.000000e-02 -4.37534221e-01
 3 30 5.000000e-02 +6.68572905e-03
 4 30 5.000000e-02 -1.24471599e-02
