0 4.000000e-01 -1.32458426e+00
20 4.000000e-01 -5.76688585e-04
40 4.000000e-01 -1.48557403e-05
60 4.000000e-01 +1.47866369e-05
80 4.000000e-01 +8.32212822e-06
100 4.000000e-01 +3.82826973e-06
120 4.000000e-01 +1.75305313e-06
140 4.000000e-01 +8.30641368e-07
160 4.000000e-01 +4.10722546e-07
180 4.000000e-01 +2.12026222e-07
200 4.000000e-01 +1.14127421e-07
220 4.000000e-01 +6.39358292e-08
240 4.000000e-01 +3.71456341e-08
260 4.000000e-01 +2.22287404e-08
280 4.000000e-01 +1.35472264e-08
300 4.000000e-01 +8.26656408e-09
320 4.000000e-01 +4.92164981e-09
340 4.000000e-01 +2.73136432e-09
360 4.000000e-01 +1.26363466e-09
380 4.000000e-01 +2.68816779e-10
400 4.000000e-01 -4.04559714e-10
420 4.000000e-01 -8.53151302e-10
440 4.000000e-01 -1.14161133e-09
460 4.000000e-01 -1.31492889e-09
480 4.000000e-01 -1.40535753e-09
500 4.000000e-01 -1.43649265e-09
520 4.000000e-01 -1.42580106e-09
540 4.000000e-01 -1.38627515e-09
560 4.000000e-01 -1.32757831e-09
580 4.000000e-01 -1.25686311e-09
600 4.000000e-01 -1.17938101e-09
620 4.000000e-01 -1.09894138e-09
640 4.000000e-01 -1.01825965e-09
660 4.000000e-01 -9.39229800e-10
680 4.000000e-01 -8.63128790e-10
700 4.000000e-01 -7.90776597e-10
720 4.000000e-01 -7.22656672e-10
740 4.000000e-01 -6.59008133e-10
760 4.000000e-01 -5.99896165e-10
780 4.000000e-01 -5.45263585e-10
800 4.000000e-01 -4.94970032e-10
820 4.000000e-01 -4.48821010e-10
840 4.000000e-01 -4.06588964e-10
860 4.000000e-01 -3.68028511e-10
880 4.000000e-01 -3.32887214e-10
900 4.000000e-01 -3.00913838e-10
920 4.000000e-01 -2.71863220e-10
940 4.000000e-01 -2.45499723e-10
960 4.000000e-01 -2.21599803e-10
980 4.000000e-01 -1.99952948e-10
1000 4.000000e-01 -1.80362491e-10
