0 4.000000e-01 -1.14818796e+00
20 4.000000e-01 -1.27900713e-03
40 4.000000e-01 -8.72537220e-05
60 4.000000e-01 -1.72121761e-05
80 4.000000e-01 -3.55206814e-06
100 4.000000e-01 -6.70936079e-07
120 4.000000e-01 -7.83590310e-08
140 4.000000e-01 +2.48174562e-08
160 4.000000e-01 +2.53671415e-08
180 4.000000e-01 +8.71811078e-09
200 4.000000e-01 -6.18615279e-09
220 4.000000e-01 -1.60812733e-08
240 4.000000e-01 -2.15148765e-08
260 4.000000e-01 -2.37565143e-08
280 4.000000e-01 -2.39552544e-08
300 4.000000e-01 -2.29578502e-08
320 4.000000e-01 -2.13291689e-08
340 4.000000e-01 -1.94223221e-08
360 4.000000e-01 -1.74469030e-08
380 4.000000e-01 -1.55211794e-08
400 4.000000e-01 -1.37077821e-08
420 4.000000e-01 -1.20365125e-08
440 4.000000e-01 -1.05182640e-08
460 4.000000e-01 -9.15325278e-09
480 4.000000e-01 -7.93578886e-09
500 4.000000e-01 -6.85701883e-09
520 4.000000e-01 -5.90651102e-09
540 4.000000e-01 -5.07319031e-09
560 4.000000e-01 -4.34590551e-09
580 4.000000e-01 -3.71378419e-09
600 4.000000e-01 -3.16645886e-09
620 4.000000e-01 -2.69420882e-09
640 4.000000e-01 -2.28804382e-09
660 4.000000e-01 -1.93974495e-09
680 4.000000e-01 -1.64187366e-09
700 4.000000e-01 -1.38775676e-09
720 4.000000e-01 -1.17145445e-09
740 4.000000e-01 -9.87716365e-10
760 4.000000e-01 -8.31930303e-10
780 4.000000e-01 -7.00066920e-10
800 4.000000e-01 -5.88623525e-10
820 4.000000e-01 -4.94568564e-10
840 4.000000e-01 -4.15288564e-10
860 4.000000e-01 -3.48538419e-10
880 4.000000e-01 -2.92395465e-10
900 4.000000e-01 -2.45217816e-10
920 4.000000e-01 -2.05606858e-10
940 4.000000e-01 -1.72373881e-10
960 4.000000e-01 -1.44510614e-10
980 4.000000e-01 -1.21163381e-10
1000 4.000000e-01 -1.01610548e-10
