0 4.000000e-01 -8.67552229e-02
20 4.000000e-01 +2.49758539e-04
40 4.000000e-01 +2.68770346e-05
60 4.000000e-01 +6.22295623e-06
80 4.000000e-01 +3.43390505e-06
100 4.000000e-01 +1.86242805e-06
120 4.000000e-01 +8.69604095e-07
140 4.000000e-01 +3.22583598e-07
160 4.000000e-01 +5.55658228e-08
180 4.000000e-01 -5.85809506e-08
200 4.000000e-01 -9.67188336e-08
220 4.000000e-01 -1.00182186e-07
240 4.000000e-01 -8.97018620e-08
260 4.000000e-01 -7.50900268e-08
280 4.000000e-01 -6.06558690e-08
300 4.000000e-01 -4.80411165e-08
320 4.000000e-01 -3.76540947e-08
340 4.000000e-01 -2.93766900e-08
360 4.000000e-01 -2.29024786e-08
380 4.000000e-01 -1.78907030e-08
400 4.000000e-01 -1.40300445e-08
420 4.000000e-01 -1.10595765e-08
440 4.000000e-01 -8.77051695e-09
460 4.000000e-01 -7.00031596e-09
480 4.000000e-01 -5.62451988e-09
500 4.000000e-01 -4.54880245e-09
520 4.000000e-01 -3.70207061e-09
540 4.000000e-01 -3.03086761e-09
560 4.000000e-01 -2.49499081e-09
580 4.000000e-01 -2.06413895e-09
600 4.000000e-01 -1.71538642e-09
620 4.000000e-01 -1.43129771e-09
640 4.000000e-01 -1.19853008e-09
660 4.000000e-01 -1.00680065e-09
680 4.000000e-01 -8.48123651e-10
700 4.000000e-01 -7.16248231e-10
720 4.000000e-01 -6.06241665e-10
740 4.000000e-01 -5.14180633e-10
760 4.000000e-01 -4.36920559e-10
780 4.000000e-01 -3.71922646e-10
800 4.000000e-01 -3.17123678e-10
820 4.000000e-01 -2.70836487e-10
840 4.000000e-01 -2.31673871e-10
860 4.000000e-01 -1.98489738e-10
880 4.000000e-01 -1.70333210e-10
900 4.000000e-01 -1.46412375e-10
920 4.000000e-01 -1.26065768e-10
940 4.000000e-01 -1.08739265e-10
960 4.000000e-01 -9.39676837e-11
980 4.000000e-01 -8.13597730e-11
1000 4.000000e-01 -7.05858938e-11
