0 4.000000e-01 +4.53182116e+00
20 4.000000e-01 -4.91271344e-04
40 4.000000e-01 +7.92707919e-05
60 4.000000e-01 +1.58806630e-05
80 4.000000e-01 +6.18180412e-06
100 4.000000e-01 +3.80599705e-06
120 4.000000e-01 +2.50460580e-06
140 4.000000e-01 +1.65266437e-06
160 4.000000e-01 +1.09588474e-06
180 4.000000e-01 +7.33118302e-07
200 4.000000e-01 +4.95526378e-07
220 4.000000e-01 +3.38571927e-07
240 4.000000e-01 +2.33871885e-07
260 4.000000e-01 +1.63309500e-07
280 4.000000e-01 +1.15248246e-07
300 4.000000e-01 +8.21590986e-08
320 4.000000e-01 +5.91326132e-08
340 4.000000e-01 +4.29404519e-08
360 4.000000e-01 +3.14401176e-08
380 4.000000e-01 +2.31954939e-08
400 4.000000e-01 +1.72337377e-08
420 4.000000e-01 +1.28886301e-08
440 4.000000e-01 +9.69894989e-09
460 4.000000e-01 +7.34201448e-09
480 4.000000e-01 +5.58981116e-09
500 4.000000e-01 +4.27974304e-09
520 4.000000e-01 +3.29490121e-09
540 4.000000e-01 +2.55061056e-09
560 4.000000e-01 +1.98514710e-09
580 4.000000e-01 +1.55326272e-09
600 4.000000e-01 +1.22162232e-09
620 4.000000e-01 +9.65557511e-10
640 4.000000e-01 +7.66738140e-10
660 4.000000e-01 +6.11490590e-10
680 4.000000e-01 +4.89575467e-10
700 4.000000e-01 +3.93295179e-10
720 4.000000e-01 +3.16838939e-10
740 4.000000e-01 +2.55801418e-10
760 4.000000e-01 +2.06827113e-10
780 4.000000e-01 +1.67347353e-10
800 4.000000e-01 +1.35385253e-10
820 4.000000e-01 +1.09410649e-10
840 4.000000e-01 +8.82321509e-11
860 4.000000e-01 +7.09164466e-11
880 4.000000e-01 +5.67276564e-11
900 4.000000e-01 +4.50820828e-11
920 4.000000e-01 +3.55138092e-11
940 4.000000e-01 +2.76486797e-11
960 4.000000e-01 +2.11845641e-11
980 4.000000e-01 +1.58761386e-11
1000 4.000000e-01 +1.15232839e-11
