0 4.000000e-01 +6.35084987e+00
20 4.000000e-01 -6.72104022e-04
40 4.000000e-01 -7.77980608e-05
60 4.000000e-01 -1.36184487e-05
80 4.000000e-01 -3.99302593e-06
100 4.000000e-01 -1.94766261e-06
120 4.000000e-01 -1.11565363e-06
140 4.000000e-01 -6.43839043e-07
160 4.000000e-01 -3.63429354e-07
180 4.000000e-01 -1.99593598e-07
200 4.000000e-01 -1.06287816e-07
220 4.000000e-01 -5.45409855e-08
240 4.000000e-01 -2.66216725e-08
260 4.000000e-01 -1.20164541e-08
280 4.000000e-01 -4.67229384e-09
300 4.000000e-01 -1.19239450e-09
320 4.000000e-01 +2.87994504e-10
340 4.000000e-01 +7.72689647e-10
360 4.000000e-01 +7.91538474e-10
380 4.000000e-01 +6.17675105e-10
400 4.000000e-01 +3.87122370e-10
420 4.000000e-01 +1.63705513e-10
440 4.000000e-01 -2.60768524e-11
460 4.000000e-01 -1.74475932e-10
480 4.000000e-01 -2.82682572e-10
500 4.000000e-01 -3.55710443e-10
520 4.000000e-01 -3.99785599e-10
540 4.000000e-01 -4.21069334e-10
560 4.000000e-01 -4.25086248e-10
580 4.000000e-01 -4.16519114e-10
600 4.000000e-01 -3.99189427e-10
620 4.000000e-01 -3.76125562e-10
640 4.000000e-01 -3.49666532e-10
660 4.000000e-01 -3.21574325e-10
680 4.000000e-01 -2.93140661e-10
700 4.000000e-01 -2.65282395e-10
720 4.000000e-01 -2.38623235e-10
740 4.000000e-01 -2.13561875e-10
760 4.000000e-01 -1.90327559e-10
780 4.000000e-01 -1.69024636e-10
800 4.000000e-01 -1.49667622e-10
820 4.000000e-01 -1.32208540e-10
840 4.000000e-01 -1.16557793e-10
860 4.000000e-01 -1.02599929e-10
880 4.000000e-01 -9.02052800e-11
900 4.000000e-01 -7.92384284e-11
920 4.000000e-01 -6.95641961e-11
940 4.000000e-01 -6.10516954e-11
960 4.000000e-01 -5.35769859e-11
980 4.000000e-01 -4.70246849e-11
1000 4.000000e-01 -4.12887291e-11
